size,cufft_ns,vkfft_ns,winner,speedup
88200,173280.0,146784.0,vkfft,1.181
89600,158176.0,153920.0,vkfft,1.028
90000,146912.0,145824.0,tie,1.000
90720,181888.0,150272.0,vkfft,1.210
91125,168960.0,305664.0,cufft,1.809
91854,150848.0,168096.0,cufft,1.114
91875,195936.0,351488.0,cufft,1.794
92160,159168.0,152768.0,vkfft,1.042
92610,166784.0,189376.0,cufft,1.135
93312,127936.0,142272.0,cufft,1.112
93750,171040.0,185440.0,cufft,1.084
94080,200576.0,153728.0,vkfft,1.305
94500,206432.0,142112.0,vkfft,1.453
95256,163168.0,146240.0,vkfft,1.116
96000,182112.0,166464.0,vkfft,1.094
96040,199808.0,170496.0,vkfft,1.172
96768,174496.0,151872.0,vkfft,1.149
97200,165248.0,150304.0,vkfft,1.099
98000,164768.0,175392.0,cufft,1.064
98304,180768.0,148416.0,vkfft,1.218
98415,203168.0,334240.0,cufft,1.645
98784,171872.0,164352.0,vkfft,1.046
99225,203840.0,342464.0,cufft,1.680
100000,173056.0,166688.0,vkfft,1.038
100352,148352.0,164768.0,cufft,1.111
100800,199936.0,156000.0,vkfft,1.282
100842,184832.0,206240.0,cufft,1.116
101250,142272.0,162240.0,cufft,1.140
102060,228608.0,160288.0,vkfft,1.426
102400,159136.0,164480.0,cufft,1.034
102900,242240.0,181984.0,vkfft,1.331
103680,185504.0,166752.0,vkfft,1.112
104976,175072.0,166656.0,vkfft,1.050
105000,234432.0,179296.0,vkfft,1.308
105840,210240.0,187360.0,vkfft,1.122
107163,220384.0,253280.0,cufft,1.149
107520,248608.0,180896.0,vkfft,1.374
108000,183840.0,174976.0,vkfft,1.051
108045,265376.0,360864.0,cufft,1.360
108864,192096.0,170656.0,vkfft,1.126
109350,185440.0,188832.0,cufft,1.018
109375,236928.0,280704.0,cufft,1.185
109760,198432.0,193344.0,vkfft,1.026
110250,190784.0,213888.0,cufft,1.121
110592,168864.0,168832.0,tie,1.000
111132,213056.0,195840.0,vkfft,1.088
112000,195488.0,181184.0,vkfft,1.079
112500,240384.0,179712.0,vkfft,1.338
112896,198784.0,191584.0,vkfft,1.038
113400,238464.0,183296.0,vkfft,1.301
114688,206656.0,183552.0,vkfft,1.126
115200,209120.0,201120.0,vkfft,1.040
115248,245728.0,199392.0,vkfft,1.232
116640,208192.0,193440.0,vkfft,1.076
117600,248032.0,215488.0,vkfft,1.151
117649,246944.0,375712.0,cufft,1.521
118098,178880.0,215840.0,cufft,1.207
118125,254624.0,442272.0,cufft,1.737
119070,211808.0,233920.0,cufft,1.104
120000,220064.0,201536.0,vkfft,1.092
120050,209696.0,266560.0,cufft,1.271
120960,255136.0,214208.0,vkfft,1.191
121500,234080.0,199520.0,vkfft,1.173
122472,248224.0,199712.0,vkfft,1.243
122500,234560.0,224032.0,vkfft,1.047
122880,261280.0,201568.0,vkfft,1.296
123480,259008.0,223872.0,vkfft,1.157
124416,189472.0,189280.0,tie,1.000
125000,225856.0,208192.0,vkfft,1.085
125440,230400.0,222208.0,vkfft,1.037
126000,250752.0,208736.0,vkfft,1.201
127008,220032.0,222400.0,cufft,1.011
127575,276736.0,483936.0,cufft,1.749
128000,199872.0,203104.0,cufft,1.016
128625,297120.0,461056.0,cufft,1.552
129024,226560.0,215200.0,vkfft,1.053
129600,224320.0,240640.0,cufft,1.073
129654,228064.0,271200.0,cufft,1.189
131072,191520.0,209824.0,cufft,1.096
